,production_line,number_of_components,components,times_component_used,connection_key_category,connection_key_numeric,connection_key_date
3372,L1_S25_F2856,9,T9174,1,1252856,1252855,1252857
3373,L1_S25_F2856,9,T96112,1,1252856,1252855,1252857
3374,L1_S25_F2856,9,T512,1,1252856,1252855,1252857
3375,L1_S25_F2856,9,T6553,1,1252856,1252855,1252857
3376,L1_S25_F2858,1,T1,26,1252858,1252857,1252859
3377,L1_S25_F2860,1,T1,8872,1252860,1252859,1252861
3378,L1_S25_F2861,9,T262144,10,1252861,1252860,1252862
3379,L1_S25_F2861,9,T524288,5,1252861,1252860,1252862
3380,L1_S25_F2861,9,T786432,3,1252861,1252860,1252862
3381,L1_S25_F2861,9,T41944,2,1252861,1252860,1252862
3382,L1_S25_F2861,9,T113776,2,1252861,1252860,1252862
3383,L1_S25_F2861,9,T512,1,1252861,1252860,1252862
3384,L1_S25_F2861,9,T9174,1,1252861,1252860,1252862
3385,L1_S25_F2861,9,T6553,1,1252861,1252860,1252862
3386,L1_S25_F2861,9,T96112,1,1252861,1252860,1252862
3387,L1_S25_F2863,1,T1,26,1252863,1252862,1252864
3388,L1_S25_F2865,1,T1,8872,1252865,1252864,1252866
3389,L1_S25_F2866,9,T262144,10,1252866,1252865,1252867
3390,L1_S25_F2866,9,T524288,5,1252866,1252865,1252867
3391,L1_S25_F2866,9,T786432,3,1252866,1252865,1252867
3392,L1_S25_F2866,9,T41944,2,1252866,1252865,1252867
3393,L1_S25_F2866,9,T113776,2,1252866,1252865,1252867
3394,L1_S25_F2866,9,T512,1,1252866,1252865,1252867
3395,L1_S25_F2866,9,T9174,1,1252866,1252865,1252867
3396,L1_S25_F2866,9,T6553,1,1252866,1252865,1252867
3397,L1_S25_F2866,9,T96112,1,1252866,1252865,1252867
3398,L1_S25_F2868,1,T1,26,1252868,1252867,1252869
3399,L1_S25_F2870,1,T1,8872,1252870,1252869,1252871
3400,L1_S25_F2871,9,T262144,10,1252871,1252870,1252872
3401,L1_S25_F2871,9,T524288,5,1252871,1252870,1252872
3402,L1_S25_F2871,9,T786432,3,1252871,1252870,1252872
3403,L1_S25_F2871,9,T113776,2,1252871,1252870,1252872
3404,L1_S25_F2871,9,T41944,2,1252871,1252870,1252872
3405,L1_S25_F2871,9,T512,1,1252871,1252870,1252872
3406,L1_S25_F2871,9,T6553,1,1252871,1252870,1252872
3407,L1_S25_F2871,9,T9174,1,1252871,1252870,1252872
3408,L1_S25_F2871,9,T96112,1,1252871,1252870,1252872
3409,L1_S25_F2873,1,T1,26,1252873,1252872,1252874
3410,L1_S25_F2875,1,T1,8872,1252875,1252874,1252876
3411,L1_S25_F2876,9,T262144,10,1252876,1252875,1252877
3412,L1_S25_F2876,9,T524288,5,1252876,1252875,1252877
3413,L1_S25_F2876,9,T786432,3,1252876,1252875,1252877
3414,L1_S25_F2876,9,T113776,2,1252876,1252875,1252877
3415,L1_S25_F2876,9,T41944,2,1252876,1252875,1252877
3416,L1_S25_F2876,9,T9174,1,1252876,1252875,1252877
3417,L1_S25_F2876,9,T512,1,1252876,1252875,1252877
3418,L1_S25_F2876,9,T96112,1,1252876,1252875,1252877
3419,L1_S25_F2876,9,T6553,1,1252876,1252875,1252877
3420,L1_S25_F2878,1,T1,1,1252878,1252877,1252879
3421,L1_S25_F2880,1,T1,8936,1252880,1252879,1252881
3422,L1_S25_F2881,1,T83888,1,1252881,1252880,1252882
3423,L1_S25_F2882,1,T1,1,1252882,1252881,1252883
3424,L1_S25_F2884,1,T1,8936,1252884,1252883,1252885
3425,L1_S25_F2885,1,T83888,1,1252885,1252884,1252886
3426,L1_S25_F2887,1,T1,1,1252887,1252886,1252888
3427,L1_S25_F2889,1,T1,8936,1252889,1252888,1252890
3428,L1_S25_F2890,1,T83888,1,1252890,1252889,1252891
3429,L1_S25_F2892,1,T1,1,1252892,1252891,1252893
3430,L1_S25_F2894,1,T1,8936,1252894,1252893,1252895
3431,L1_S25_F2895,1,T83888,1,1252895,1252894,1252896
3432,L1_S25_F2897,1,T1,1,1252897,1252896,1252898
3433,L1_S25_F2899,1,T1,8936,1252899,1252898,1252900
3434,L1_S25_F2900,1,T83888,1,1252900,1252899,1252901
3435,L1_S25_F2902,1,T1,1,1252902,1252901,1252903
3436,L1_S25_F2904,1,T1,8936,1252904,1252903,1252905
3437,L1_S25_F2905,1,T83888,1,1252905,1252904,1252906
3438,L1_S25_F2907,1,T1,1,1252907,1252906,1252908
3439,L1_S25_F2909,1,T1,8936,1252909,1252908,1252910
3440,L1_S25_F2910,1,T83888,1,1252910,1252909,1252911
3441,L1_S25_F2911,1,T1,1,1252911,1252910,1252912
3442,L1_S25_F2913,1,T1,8936,1252913,1252912,1252914
3443,L1_S25_F2914,1,T83888,1,1252914,1252913,1252915
3444,L1_S25_F2916,1,T1,1,1252916,1252915,1252917
3445,L1_S25_F2918,1,T1,8936,1252918,1252917,1252919
3446,L1_S25_F2919,1,T83888,1,1252919,1252918,1252920
3447,L1_S25_F2921,1,T1,1,1252921,1252920,1252922
3448,L1_S25_F2923,1,T1,8936,1252923,1252922,1252924
3449,L1_S25_F2924,1,T83888,1,1252924,1252923,1252925
3450,L1_S25_F2926,1,T1,1,1252926,1252925,1252927
3451,L1_S25_F2928,1,T1,8936,1252928,1252927,1252929
3452,L1_S25_F2929,1,T83888,1,1252929,1252928,1252930
3453,L1_S25_F2931,1,T1,1,1252931,1252930,1252932
3454,L1_S25_F2933,1,T1,8936,1252933,1252932,1252934
3455,L1_S25_F2934,1,T83888,1,1252934,1252933,1252935
3456,L1_S25_F2936,1,T1,1,1252936,1252935,1252937
3457,L1_S25_F2938,1,T1,8936,1252938,1252937,1252939
3458,L1_S25_F2939,1,T83888,1,1252939,1252938,1252940
3459,L1_S25_F2941,1,T1,1,1252941,1252940,1252942
3460,L1_S25_F2943,1,T1,8936,1252943,1252942,1252944
3461,L1_S25_F2944,1,T83888,1,1252944,1252943,1252945
3462,L1_S25_F2946,1,T1,1,1252946,1252945,1252947
3463,L1_S25_F2948,1,T1,8936,1252948,1252947,1252949
3464,L1_S25_F2949,1,T83888,1,1252949,1252948,1252950
3465,L1_S25_F2951,1,T1,1,1252951,1252950,1252952
3466,L1_S25_F2953,1,T1,8936,1252953,1252952,1252954
3467,L1_S25_F2954,1,T83888,1,1252954,1252953,1252955
3468,L1_S25_F2958,1,T1,6955,1252958,1252957,1252959
3469,L1_S25_F2963,1,T1,6955,1252963,1252962,1252964
3470,L1_S25_F2968,1,T1,6955,1252968,1252967,1252969
3471,L1_S25_F2973,1,T1,6955,1252973,1252972,1252974
3472,L1_S25_F2978,1,T1,6955,1252978,1252977,1252979
3473,L1_S25_F2983,1,T1,6955,1252983,1252982,1252984
3474,L1_S25_F2988,1,T1,6955,1252988,1252987,1252989
3475,L1_S25_F2993,1,T1,6955,1252993,1252992,1252994
3476,L1_S25_F3013,1,T3,17772,1253013,1253012,1253014
3477,L2_S26_F3038,1,T1,227011,2263038,2263037,2263039
3478,L2_S26_F3039,1,T2,33,2263039,2263038,2263040
3479,L2_S26_F3042,1,T1,227011,2263042,2263041,2263043
3480,L2_S26_F3043,1,T2,33,2263043,2263042,2263044
3481,L2_S26_F3045,1,T1,227011,2263045,2263044,2263046
3482,L2_S26_F3046,1,T2,33,2263046,2263045,2263047
3483,L2_S26_F3049,1,T1,227011,2263049,2263048,2263050
3484,L2_S26_F3050,1,T2,33,2263050,2263049,2263051
3485,L2_S26_F3053,1,T1,227011,2263053,2263052,2263054
3486,L2_S26_F3054,1,T2,33,2263054,2263053,2263055
3487,L2_S26_F3057,1,T1,227011,2263057,2263056,2263058
3488,L2_S26_F3058,1,T2,33,2263058,2263057,2263059
3489,L2_S26_F3060,1,T1,227011,2263060,2263059,2263061
3490,L2_S26_F3061,1,T2,33,2263061,2263060,2263062
3491,L2_S26_F3064,1,T1,227011,2263064,2263063,2263065
3492,L2_S26_F3065,1,T2,33,2263065,2263064,2263066
3493,L2_S26_F3067,1,T1,227011,2263067,2263066,2263068
3494,L2_S26_F3068,1,T2,33,2263068,2263067,2263069
3495,L2_S26_F3071,1,T1,227011,2263071,2263070,2263072
3496,L2_S26_F3072,1,T2,33,2263072,2263071,2263073
3497,L2_S26_F3075,1,T1,227011,2263075,2263074,2263076
3498,L2_S26_F3076,1,T2,33,2263076,2263075,2263077
3499,L2_S26_F3079,1,T1,227011,2263079,2263078,2263080
3500,L2_S26_F3080,1,T2,33,2263080,2263079,2263081
3501,L2_S26_F3082,1,T1,227010,2263082,2263081,2263083
3502,L2_S26_F3083,1,T2,33,2263083,2263082,2263084
3503,L2_S26_F3085,1,T1,227010,2263085,2263084,2263086
3504,L2_S26_F3086,1,T2,33,2263086,2263085,2263087
3505,L2_S26_F3088,1,T1,227010,2263088,2263087,2263089
3506,L2_S26_F3089,1,T2,33,2263089,2263088,2263090
3507,L2_S26_F3091,1,T1,227010,2263091,2263090,2263092
3508,L2_S26_F3092,1,T2,33,2263092,2263091,2263093
3509,L2_S26_F3094,1,T1,227010,2263094,2263093,2263095
3510,L2_S26_F3095,1,T2,33,2263095,2263094,2263096
3511,L2_S26_F3097,1,T1,227010,2263097,2263096,2263098
3512,L2_S26_F3098,1,T2,33,2263098,2263097,2263099
3513,L2_S26_F3099,2,T145,209423,2263099,2263098,2263100
3514,L2_S26_F3099,2,T143,17588,2263099,2263098,2263100
3515,L2_S26_F3101,1,T1,227011,2263101,2263100,2263102
3516,L2_S26_F3102,1,T2,33,2263102,2263101,2263103
3517,L2_S26_F3104,1,T1,227011,2263104,2263103,2263105
3518,L2_S26_F3105,1,T2,33,2263105,2263104,2263106
3519,L2_S26_F3108,1,T1,227011,2263108,2263107,2263109
3520,L2_S26_F3109,1,T2,33,2263109,2263108,2263110
3521,L2_S26_F3111,1,T1,227011,2263111,2263110,2263112
3522,L2_S26_F3112,1,T2,33,2263112,2263111,2263113
3523,L2_S26_F3115,1,T1,227011,2263115,2263114,2263116
3524,L2_S26_F3116,1,T2,33,2263116,2263115,2263117
3525,L2_S26_F3119,1,T1,227011,2263119,2263118,2263120
3526,L2_S26_F3120,1,T2,33,2263120,2263119,2263121
3527,L2_S26_F3123,1,T1,227011,2263123,2263122,2263124
3528,L2_S26_F3124,1,T2,33,2263124,2263123,2263125
3529,L2_S26_F3127,1,T1,227011,2263127,2263126,2263128
3530,L2_S26_F3128,1,T2,33,2263128,2263127,2263129
3531,L2_S27_F3131,1,T1,120729,2273131,2273130,2273132
3532,L2_S27_F3132,1,T2,71,2273132,2273131,2273133
3533,L2_S27_F3135,1,T1,120729,2273135,2273134,2273136
3534,L2_S27_F3136,1,T2,71,2273136,2273135,2273137
3535,L2_S27_F3138,1,T1,120729,2273138,2273137,2273139
3536,L2_S27_F3139,1,T2,71,2273139,2273138,2273140
3537,L2_S27_F3142,1,T1,120729,2273142,2273141,2273143
3538,L2_S27_F3143,1,T2,71,2273143,2273142,2273144
3539,L2_S27_F3146,1,T1,120729,2273146,2273145,2273147
3540,L2_S27_F3147,1,T2,71,2273147,2273146,2273148
3541,L2_S27_F3150,1,T1,120729,2273150,2273149,2273151
3542,L2_S27_F3151,1,T2,71,2273151,2273150,2273152
3543,L2_S27_F3153,1,T1,120729,2273153,2273152,2273154
3544,L2_S27_F3154,1,T2,71,2273154,2273153,2273155
3545,L2_S27_F3157,1,T1,120729,2273157,2273156,2273158
3546,L2_S27_F3158,1,T2,71,2273158,2273157,2273159
3547,L2_S27_F3160,1,T1,120729,2273160,2273159,2273161
3548,L2_S27_F3161,1,T2,71,2273161,2273160,2273162
3549,L2_S27_F3164,1,T1,120729,2273164,2273163,2273165
3550,L2_S27_F3165,1,T2,71,2273165,2273164,2273166
3551,L2_S27_F3168,1,T1,120729,2273168,2273167,2273169
3552,L2_S27_F3169,1,T2,71,2273169,2273168,2273170
3553,L2_S27_F3172,1,T1,120729,2273172,2273171,2273173
3554,L2_S27_F3173,1,T2,71,2273173,2273172,2273174
3555,L2_S27_F3175,1,T1,120729,2273175,2273174,2273176
3556,L2_S27_F3176,1,T2,71,2273176,2273175,2273177
3557,L2_S27_F3178,1,T1,120729,2273178,2273177,2273179
3558,L2_S27_F3179,1,T2,71,2273179,2273178,2273180
3559,L2_S27_F3181,1,T1,120729,2273181,2273180,2273182
3560,L2_S27_F3182,1,T2,71,2273182,2273181,2273183
3561,L2_S27_F3184,1,T1,120729,2273184,2273183,2273185
3562,L2_S27_F3185,1,T2,71,2273185,2273184,2273186
3563,L2_S27_F3187,1,T1,120729,2273187,2273186,2273188
3564,L2_S27_F3188,1,T2,71,2273188,2273187,2273189
3565,L2_S27_F3190,1,T1,120729,2273190,2273189,2273191
3566,L2_S27_F3191,1,T2,71,2273191,2273190,2273192
3567,L2_S27_F3192,2,T145,108490,2273192,2273191,2273193
3568,L2_S27_F3192,2,T143,12239,2273192,2273191,2273193
3569,L2_S27_F3194,1,T1,120729,2273194,2273193,2273195
3570,L2_S27_F3195,1,T2,71,2273195,2273194,2273196
3571,L2_S27_F3197,1,T1,120729,2273197,2273196,2273198
3572,L2_S27_F3198,1,T2,71,2273198,2273197,2273199
3573,L2_S27_F3201,1,T1,120729,2273201,2273200,2273202
3574,L2_S27_F3202,1,T2,71,2273202,2273201,2273203
3575,L2_S27_F3204,1,T1,120729,2273204,2273203,2273205
3576,L2_S27_F3205,1,T2,71,2273205,2273204,2273206
3577,L2_S27_F3208,1,T1,120729,2273208,2273207,2273209
3578,L2_S27_F3209,1,T2,71,2273209,2273208,2273210
3579,L2_S27_F3212,1,T1,120729,2273212,2273211,2273213
3580,L2_S27_F3213,1,T2,71,2273213,2273212,2273214
3581,L2_S27_F3216,1,T1,120729,2273216,2273215,2273217
3582,L2_S27_F3217,1,T2,71,2273217,2273216,2273218
3583,L2_S27_F3220,1,T1,120729,2273220,2273219,2273221
3584,L2_S27_F3221,1,T2,71,2273221,2273220,2273222
3585,L2_S28_F3224,1,T1,9583,2283224,2283223,2283225
3586,L2_S28_F3225,1,T2,23,2283225,2283224,2283226
3587,L2_S28_F3228,1,T1,9583,2283228,2283227,2283229
3588,L2_S28_F3229,1,T2,23,2283229,2283228,2283230
3589,L2_S28_F3231,1,T1,9583,2283231,2283230,2283232
3590,L2_S28_F3232,1,T2,23,2283232,2283231,2283233
3591,L2_S28_F3235,1,T1,9583,2283235,2283234,2283236
3592,L2_S28_F3236,1,T2,23,2283236,2283235,2283237
3593,L2_S28_F3239,1,T1,9583,2283239,2283238,2283240
3594,L2_S28_F3240,1,T2,23,2283240,2283239,2283241
3595,L2_S28_F3243,1,T1,9583,2283243,2283242,2283244
3596,L2_S28_F3244,1,T2,23,2283244,2283243,2283245
3597,L2_S28_F3246,1,T1,9583,2283246,2283245,2283247
3598,L2_S28_F3247,1,T2,23,2283247,2283246,2283248
3599,L2_S28_F3250,1,T1,9583,2283250,2283249,2283251
3600,L2_S28_F3251,1,T2,23,2283251,2283250,2283252
3601,L2_S28_F3253,1,T1,9583,2283253,2283252,2283254
3602,L2_S28_F3254,1,T2,23,2283254,2283253,2283255
3603,L2_S28_F3257,1,T1,9583,2283257,2283256,2283258
3604,L2_S28_F3258,1,T2,23,2283258,2283257,2283259
3605,L2_S28_F3261,1,T1,9583,2283261,2283260,2283262
3606,L2_S28_F3262,1,T2,23,2283262,2283261,2283263
3607,L2_S28_F3265,1,T1,9583,2283265,2283264,2283266
3608,L2_S28_F3266,1,T2,23,2283266,2283265,2283267
3609,L2_S28_F3268,1,T1,9583,2283268,2283267,2283269
3610,L2_S28_F3269,1,T2,23,2283269,2283268,2283270
3611,L2_S28_F3271,1,T1,9583,2283271,2283270,2283272
3612,L2_S28_F3272,1,T2,23,2283272,2283271,2283273
3613,L2_S28_F3274,1,T1,9583,2283274,2283273,2283275
3614,L2_S28_F3275,1,T2,23,2283275,2283274,2283276
3615,L2_S28_F3277,1,T1,9583,2283277,2283276,2283278
3616,L2_S28_F3278,1,T2,23,2283278,2283277,2283279
3617,L2_S28_F3280,1,T1,9583,2283280,2283279,2283281
3618,L2_S28_F3281,1,T2,23,2283281,2283280,2283282
3619,L2_S28_F3283,1,T1,9583,2283283,2283282,2283284
3620,L2_S28_F3284,1,T2,23,2283284,2283283,2283285
3621,L2_S28_F3285,2,T145,7460,2283285,2283284,2283286
3622,L2_S28_F3285,2,T143,2123,2283285,2283284,2283286
3623,L2_S28_F3287,1,T1,9583,2283287,2283286,2283288
3624,L2_S28_F3288,1,T2,23,2283288,2283287,2283289
3625,L2_S28_F3290,1,T1,9583,2283290,2283289,2283291
3626,L2_S28_F3291,1,T2,23,2283291,2283290,2283292
3627,L2_S28_F3294,1,T1,9583,2283294,2283293,2283295
3628,L2_S28_F3295,1,T2,23,2283295,2283294,2283296
3629,L2_S28_F3297,1,T1,9583,2283297,2283296,2283298
3630,L2_S28_F3298,1,T2,23,2283298,2283297,2283299
3631,L2_S28_F3301,1,T1,9583,2283301,2283300,2283302
3632,L2_S28_F3302,1,T2,23,2283302,2283301,2283303
3633,L2_S28_F3305,1,T1,9583,2283305,2283304,2283306
3634,L2_S28_F3306,1,T2,23,2283306,2283305,2283307
3635,L2_S28_F3309,1,T1,9583,2283309,2283308,2283310
3636,L2_S28_F3310,1,T2,23,2283310,2283309,2283311
3637,L2_S28_F3313,1,T1,9583,2283313,2283312,2283314
3638,L2_S28_F3314,1,T2,23,2283314,2283313,2283315
3639,L3_S29_F3317,1,T1,785437,3293317,3293316,3293318
3640,L3_S29_F3320,1,T1,785437,3293320,3293319,3293321
3641,L3_S29_F3323,1,T1,785437,3293323,3293322,3293324
3642,L3_S29_F3326,1,T1,785437,3293326,3293325,3293327
3643,L3_S29_F3329,1,T1,785437,3293329,3293328,3293330
3644,L3_S29_F3332,1,T1,785437,3293332,3293331,3293333
3645,L3_S29_F3335,1,T1,785437,3293335,3293334,3293336
3646,L3_S29_F3338,1,T1,785437,3293338,3293337,3293339
3647,L3_S29_F3341,1,T1,785437,3293341,3293340,3293342
3648,L3_S29_F3344,1,T1,785437,3293344,3293343,3293345
3649,L3_S29_F3347,1,T1,785437,3293347,3293346,3293348
3650,L3_S29_F3350,1,T1,785437,3293350,3293349,3293351
3651,L3_S29_F3353,1,T1,785437,3293353,3293352,3293354
3652,L3_S29_F3356,1,T1,785437,3293356,3293355,3293357
3653,L3_S29_F3359,1,T1,785437,3293359,3293358,3293360
3654,L3_S29_F3362,1,T1,785437,3293362,3293361,3293363
3655,L3_S29_F3364,1,T1,785437,3293364,3293363,3293365
3656,L3_S29_F3366,1,T1,785437,3293366,3293365,3293367
3657,L3_S29_F3369,1,T1,785437,3293369,3293368,3293370
3658,L3_S29_F3372,1,T1,785437,3293372,3293371,3293373
3659,L3_S29_F3375,1,T1,785437,3293375,3293374,3293376
3660,L3_S29_F3378,1,T1,785437,3293378,3293377,3293379
3661,L3_S29_F3381,1,T1,785437,3293381,3293380,3293382
3662,L3_S29_F3384,1,T1,785437,3293384,3293383,3293385
3663,L3_S29_F3387,1,T1,785437,3293387,3293386,3293388
3664,L3_S29_F3390,1,T1,785437,3293390,3293389,3293391
3665,L3_S29_F3392,1,T1,785437,3293392,3293391,3293393
3666,L3_S29_F3394,1,T1,785437,3293394,3293393,3293395
3667,L3_S29_F3397,1,T1,785437,3293397,3293396,3293398
3668,L3_S29_F3400,1,T1,785437,3293400,3293399,3293401
3669,L3_S29_F3403,1,T1,785437,3293403,3293402,3293404
3670,L3_S29_F3406,1,T1,785437,3293406,3293405,3293407
3671,L3_S29_F3409,1,T1,785437,3293409,3293408,3293410
3672,L3_S29_F3411,1,T1,785437,3293411,3293410,3293412
3673,L3_S29_F3414,1,T1,785437,3293414,3293413,3293415
3674,L3_S29_F3416,1,T1,785437,3293416,3293415,3293417
3675,L3_S29_F3418,1,T1,785437,3293418,3293417,3293419
3676,L3_S29_F3420,1,T1,785437,3293420,3293419,3293421
3677,L3_S29_F3423,1,T1,785437,3293423,3293422,3293424
3678,L3_S29_F3426,1,T1,785437,3293426,3293425,3293427
3679,L3_S29_F3429,1,T1,785437,3293429,3293428,3293430
3680,L3_S29_F3432,1,T1,785437,3293432,3293431,3293433
3681,L3_S29_F3435,1,T1,785437,3293435,3293434,3293436
3682,L3_S29_F3438,1,T1,785437,3293438,3293437,3293439
3683,L3_S29_F3441,1,T1,785437,3293441,3293440,3293442
3684,L3_S29_F3444,1,T1,785437,3293444,3293443,3293445
3685,L3_S29_F3446,1,T1,785437,3293446,3293445,3293447
3686,L3_S29_F3448,1,T1,785437,3293448,3293447,3293449
3687,L3_S29_F3451,1,T1,785437,3293451,3293450,3293452
3688,L3_S29_F3454,1,T1,785437,3293454,3293453,3293455
3689,L3_S29_F3457,1,T1,785437,3293457,3293456,3293458
3690,L3_S29_F3460,1,T1,785437,3293460,3293459,3293461
3691,L3_S29_F3463,1,T1,785437,3293463,3293462,3293464
3692,L3_S29_F3466,1,T1,785437,3293466,3293465,3293467
3693,L3_S29_F3469,1,T1,785437,3293469,3293468,3293470
3694,L3_S29_F3472,1,T1,785437,3293472,3293471,3293473
3695,L3_S29_F3475,1,T1,751362,3293475,3293474,3293476
3696,L3_S29_F3478,1,T1,751362,3293478,3293477,3293479
3697,L3_S29_F3481,1,T1,751362,3293481,3293480,3293482
3698,L3_S29_F3484,1,T1,785437,3293484,3293483,3293485
3699,L3_S29_F3487,1,T1,785437,3293487,3293486,3293488
3700,L3_S29_F3490,1,T1,785437,3293490,3293489,3293491
3701,L3_S29_F3493,1,T1,785437,3293493,3293492,3293494
3702,L3_S30_F3495,1,T1,7,3303495,3303494,3303496
3703,L3_S30_F3497,1,T1,3,3303497,3303496,3303498
3704,L3_S30_F3498,1,T134217728,7,3303498,3303497,3303499
3705,L3_S30_F3500,1,T1,7,3303500,3303499,3303501
3706,L3_S30_F3502,1,T1,3,3303502,3303501,3303503
3707,L3_S30_F3503,1,T134217728,7,3303503,3303502,3303504
3708,L3_S30_F3505,1,T1,13,3303505,3303504,3303506
3709,L3_S30_F3507,1,T1,3,3303507,3303506,3303508
3710,L3_S30_F3508,3,T134217728,7,3303508,3303507,3303509
3711,L3_S30_F3508,3,T268435456,5,3303508,3303507,3303509
3712,L3_S30_F3508,3,T678864,1,3303508,3303507,3303509
3713,L3_S30_F3510,1,T1,13,3303510,3303509,3303511
3714,L3_S30_F3512,1,T1,3,3303512,3303511,3303513
3715,L3_S30_F3513,3,T134217728,7,3303513,3303512,3303514
3716,L3_S30_F3513,3,T268435456,5,3303513,3303512,3303514
3717,L3_S30_F3513,3,T678864,1,3303513,3303512,3303514
3718,L3_S30_F3515,1,T1,13,3303515,3303514,3303516
3719,L3_S30_F3517,1,T1,3,3303517,3303516,3303518
3720,L3_S30_F3518,3,T134217728,7,3303518,3303517,3303519
3721,L3_S30_F3518,3,T268435456,5,3303518,3303517,3303519
3722,L3_S30_F3518,3,T678864,1,3303518,3303517,3303519
3723,L3_S30_F3520,1,T1,13,3303520,3303519,3303521
3724,L3_S30_F3522,1,T1,3,3303522,3303521,3303523
3725,L3_S30_F3523,3,T134217728,7,3303523,3303522,3303524
3726,L3_S30_F3523,3,T268435456,5,3303523,3303522,3303524
3727,L3_S30_F3523,3,T678864,1,3303523,3303522,3303524
3728,L3_S30_F3525,1,T1,13,3303525,3303524,3303526
3729,L3_S30_F3527,1,T1,3,3303527,3303526,3303528
3730,L3_S30_F3528,3,T134217728,7,3303528,3303527,3303529
3731,L3_S30_F3528,3,T268435456,5,3303528,3303527,3303529
3732,L3_S30_F3528,3,T678864,1,3303528,3303527,3303529
3733,L3_S30_F3530,1,T1,13,3303530,3303529,3303531
3734,L3_S30_F3532,1,T1,3,3303532,3303531,3303533
3735,L3_S30_F3533,3,T134217728,7,3303533,3303532,3303534
3736,L3_S30_F3533,3,T268435456,5,3303533,3303532,3303534
3737,L3_S30_F3533,3,T678864,1,3303533,3303532,3303534
3738,L3_S30_F3535,1,T1,13,3303535,3303534,3303536
3739,L3_S30_F3537,1,T1,3,3303537,3303536,3303538
3740,L3_S30_F3538,3,T134217728,7,3303538,3303537,3303539
3741,L3_S30_F3538,3,T268435456,5,3303538,3303537,3303539
3742,L3_S30_F3538,3,T678864,1,3303538,3303537,3303539
3743,L3_S30_F3540,1,T1,13,3303540,3303539,3303541
3744,L3_S30_F3542,1,T1,3,3303542,3303541,3303543
3745,L3_S30_F3543,3,T134217728,7,3303543,3303542,3303544
3746,L3_S30_F3543,3,T268435456,5,3303543,3303542,3303544
3747,L3_S30_F3543,3,T678864,1,3303543,3303542,3303544
3748,L3_S30_F3545,1,T1,13,3303545,3303544,3303546
3749,L3_S30_F3547,1,T1,3,3303547,3303546,3303548
3750,L3_S30_F3548,3,T134217728,7,3303548,3303547,3303549
3751,L3_S30_F3548,3,T268435456,5,3303548,3303547,3303549
3752,L3_S30_F3548,3,T678864,1,3303548,3303547,3303549
3753,L3_S30_F3550,1,T1,13,3303550,3303549,3303551
3754,L3_S30_F3552,1,T1,3,3303552,3303551,3303553
3755,L3_S30_F3553,3,T134217728,7,3303553,3303552,3303554
3756,L3_S30_F3553,3,T268435456,5,3303553,3303552,3303554
3757,L3_S30_F3553,3,T678864,1,3303553,3303552,3303554
3758,L3_S30_F3555,1,T1,13,3303555,3303554,3303556
3759,L3_S30_F3557,1,T1,3,3303557,3303556,3303558
3760,L3_S30_F3558,3,T134217728,7,3303558,3303557,3303559
3761,L3_S30_F3558,3,T268435456,5,3303558,3303557,3303559
3762,L3_S30_F3558,3,T678864,1,3303558,3303557,3303559
3763,L3_S30_F3560,1,T1,13,3303560,3303559,3303561
3764,L3_S30_F3562,1,T1,3,3303562,3303561,3303563
3765,L3_S30_F3563,3,T134217728,7,3303563,3303562,3303564
3766,L3_S30_F3563,3,T268435456,5,3303563,3303562,3303564
3767,L3_S30_F3563,3,T678864,1,3303563,3303562,3303564
3768,L3_S30_F3565,1,T1,9,3303565,3303564,3303566
3769,L3_S30_F3567,1,T1,3,3303567,3303566,3303568
3770,L3_S30_F3568,3,T134217728,4,3303568,3303567,3303569
3771,L3_S30_F3568,3,T268435456,4,3303568,3303567,3303569
3772,L3_S30_F3568,3,T678864,1,3303568,3303567,3303569
3773,L3_S30_F3570,1,T1,9,3303570,3303569,3303571
3774,L3_S30_F3572,1,T1,3,3303572,3303571,3303573
3775,L3_S30_F3573,3,T268435456,4,3303573,3303572,3303574
3776,L3_S30_F3573,3,T134217728,4,3303573,3303572,3303574
3777,L3_S30_F3573,3,T678864,1,3303573,3303572,3303574
3778,L3_S30_F3575,1,T1,9,3303575,3303574,3303576
3779,L3_S30_F3577,1,T1,3,3303577,3303576,3303578
3780,L3_S30_F3578,3,T134217728,4,3303578,3303577,3303579
3781,L3_S30_F3578,3,T268435456,4,3303578,3303577,3303579
3782,L3_S30_F3578,3,T678864,1,3303578,3303577,3303579
3783,L3_S30_F3580,1,T1,9,3303580,3303579,3303581
3784,L3_S30_F3582,1,T1,3,3303582,3303581,3303583
3785,L3_S30_F3583,3,T134217728,4,3303583,3303582,3303584
3786,L3_S30_F3583,3,T268435456,4,3303583,3303582,3303584
3787,L3_S30_F3583,3,T678864,1,3303583,3303582,3303584
3788,L3_S30_F3585,1,T1,9,3303585,3303584,3303586
3789,L3_S30_F3587,1,T1,3,3303587,3303586,3303588
3790,L3_S30_F3588,3,T134217728,4,3303588,3303587,3303589
3791,L3_S30_F3588,3,T268435456,4,3303588,3303587,3303589
3792,L3_S30_F3588,3,T678864,1,3303588,3303587,3303589
3793,L3_S30_F3590,1,T1,9,3303590,3303589,3303591
3794,L3_S30_F3592,1,T1,3,3303592,3303591,3303593
3795,L3_S30_F3593,3,T134217728,4,3303593,3303592,3303594
3796,L3_S30_F3593,3,T268435456,4,3303593,3303592,3303594
3797,L3_S30_F3593,3,T678864,1,3303593,3303592,3303594
